LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Group Life Ad & Di,,,,,,,,,248,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Health Insurance,,,,,,,,,64197,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Health Insurance Increment,,,,,,,,,4218,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Medicare,,,,,,,,,3993,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Medicare Temp,,,,,,,,,234,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Retirement,,,,,,,,,19910,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Social Security,,,,,,,,,17073,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits,Supplemental Retirement,,,,,,,,,6439,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Employee Benefits Total,,,,,,,,,,121630,3
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Miscellaneous,Postage - Dept Charges,,,,,,,,,301,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Miscellaneous Total,,,,,,,,,,301,3
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Other Expense,To ISF-Prop/Liab Claims,,,,,,,,,3554,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Other Expense,To ISF-Prop/Liab Premium,,,,,,,,,3904,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Other Expense,To Isf-Sir Workers Comp,,,,,,,,,2326,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Other Expense,To ISF-WC Excess Premium,,,,,,,,,203,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Other Expense Total,,,,,,,,,,9987,3
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Salaries and Wages,Longevity,,,,,,,,,5284,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Salaries and Wages,Salaries-Ft,,,,,,,,,270087,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,,,,,16160,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Salaries and Wages Total,,,,,,,,,,291530,3
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs Total,,,,,,,,,,,8565364,2
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Computer Lease,,,,2799,1552,,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Computer Operatingions & Access,,,,18125,19032,,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Contractual Svcs-Other,,,,6950000,7500000,7508834,7500000,7550876,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Copier Maintenance/Impressions,,,,2000,2000,2000,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Office Supplies,,,,3000,3000,3000,5300,6100,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Photocopy Maint,,,,2500,2500,2500,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Print Copy-Rmb,,,,10000,10000,10000,5000,1500,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Professional Svcs-Other,,,,189852,189852,199343,220000,235592,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses,Wireless Data Comm,,,,1580,1580,1580,1580,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Direct Expenses Total,,,,,7179856,7729516,7727257,7731880,7794068,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,457 Plan Offset,,,,-1646,,,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Dental Insurance,,,,2067,2174,2175,2335,3799,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Dental Insurance Increment,,,,,43,,,-316,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,FICA Temp,,,,1922,1922,1951,1951,1002,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Group Life Ad & Di,,,,175,178,181,186,216,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Health Insurance,,,,34554,39624,40056,45492,60033,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Health Insurance Increment,,,,,-6406,-5564,-2707,-4514,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Medicare,,,,2823,2861,2922,3001,3479,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Medicare Temp,,,,450,450,456,456,234,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Retirement,,,,13397,13300,14245,14631,16816,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Social Security,,,,12073,12234,12492,12830,14877,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits,Supplemental Retirement,,,,4986,3380,3444,3538,5528,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Employee Benefits Total,,,,,70801,69760,72358,81713,101154,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Miscellaneous,Mileage Reimb,,,,250,250,,250,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Miscellaneous,Training & Travel & Reg,,,,1000,1000,1000,1000,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Miscellaneous Total,,,,,1250,1250,1000,1250,,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,930,,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Other Expense,To ISF-Prop/Liab Claims,,,,,,7659,2357,4389,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Other Expense,To ISF-Prop/Liab Premium,,,,,,3731,3281,3928,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Other Expense,To Isf-Sir Workers Comp,,,,11217,7290,7130,734,2484,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Other Expense,To ISF-WC Excess Premium,,,,,,497,67,213,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Other Expense Total,,,,,11217,8220,19017,6439,11014,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages,Earnings Offset,,,,-1244,,,294,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages,Longevity,,,,4881,4981,5053,5190,5232,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages,Merit Increase,,,,1244,10,20,20,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages,Range Increase,,,,9,10,20,20,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages,Salaries-Ft,,,,188584,192327,196393,201711,234721,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,31000,31000,31465,31465,16160,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Salaries and Wages Total,,,,,224474,228328,232951,238700,256113,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit Total,,,,,,7487598,8037074,8052583,8059982,8162349,,2
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Contractual Svcs-Other,,,,990472,1007632,950671,974822,1006022,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Copier Maintenance/Impressions,,,,1500,1500,1850,1850,1850,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Management Services,,,,383097,337426,354309,370222,385056,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Motor Fuels & Lubricants,,,,538,538,506,538,537,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Office Supplies,,,,2000,2000,2000,2001,2001,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Photocopy Maint,,,,1469,1469,1950,1950,1950,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Print Copy-Rmb,,,,1781,1781,1500,1500,1500,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Professional Svcs-Other,,,,2000,252000,2000,2600,2600,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Rsv-Wide Area Network,,,,1149,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Vehicle Maint & Operatingion,,,,1726,1726,2000,2000,2000,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Wan Data Line,,,,8424,8424,8943,8943,8943,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses,Wireless Data Comm,,,,1872,1872,2116,2116,3444,,4
Public Transit Fund-Operatinging,Transit Operatingions,Direct Expenses Total,,,,,1396028,1616368,1327845,1368542,1415903,,3
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,457 Plan Offset,,,,-1238,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Dental Insurance,,,,1144,1221,1217,1298,1254,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Dental Insurance Increment,,,,,24,,,-104,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,FICA Temp,,,,165,165,167,167,167,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Group Life AD & D (Retiree),,,,,265,38,38,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Group Life Ad & Di,,,,147,147,150,154,160,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Health Insurance,,,,17082,16614,16560,13104,13608,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Health Insurance (Retiree),,,,,20090,39360,26232,28884,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Health Insurance Increment,,,,,-2686,-2300,-780,-1023,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Medicare,,,,2370,2360,2416,2482,2582,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Medicare Supplement,,,,,1037,2400,2400,2400,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Medicare Temp,,,,39,39,39,39,39,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Opeb- Post Employment Benefits,,,,,3010,9966,1684,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Retirement,,,,11246,10972,11781,12100,12464,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Social Security,,,,10135,10093,10331,10611,11039,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Supplemental Retirement,,,,3751,2501,2574,2644,3606,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits,Unemployment,,,,,,1615,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Employee Benefits Total,,,,,44841,65852,96314,72173,75076,,3
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out,To 100 Ind Cost,,,,,917943,680955,455593,466567,,4
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out,To 310 W/S Reimb,,,,18875,26324,32563,32563,32563,,4
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,26970,67292,73637,73637,73637,,4
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,10248,9282,9131,8980,,4
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,1607,2537,4175,1287,,4
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out,To 810 Grants/Grants Match,,,,,,,,233819,,4
Public Transit Fund-Operatinging,Transit Operatingions,Interfund Transfers In/Out Total,,,,,45845,1023414,798974,575099,816853,,3
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Advertising,,,,1200,1200,1200,1200,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Contracted Transit Route Reimb,,,,,,,,2506654,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Farebox Reimbursement,,,,3753266,3753266,4308971,4485780,3612600,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Licenses/Dues & Publications,,,,5800,5800,6550,9550,9550,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Marketing,,,,73000,68000,125000,125000,125000,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Postage,,,,1000,1000,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Records Storage Retention Svcs,,,,,,2000,2500,3200,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Training & Travel & Reg,,,,1500,1500,2500,2500,2500,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous,Transit Operatinging Subsidy,,,,11411074,11411074,11682853,12333189,12328185,,4
Public Transit Fund-Operatinging,Transit Operatingions,Miscellaneous Total,,,,,15246840,15241840,16129074,16959719,18587689,,3
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense,Grant Match City Share,,,,,,55319,55174,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,678,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense,To ISF-Prop/Liab Claims,,,,,,17697,5501,10242,,4
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense,To ISF-Prop/Liab Premium,,,,,,7602,7657,9165,,4
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense,To Isf-Sir Workers Comp,,,,8129,5316,5533,1712,5796,,4
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense,To ISF-WC Excess Premium,,,,,,385,158,494,,4
Public Transit Fund-Operatinging,Transit Operatingions,Other Expense Total,,,,,8129,5994,86536,70202,25697,,3
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages,Earnings Offset,,,,-1572,,,445,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages,Expense Allowance,,,,2658,2658,2701,2701,2701,,4
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages,Longevity,,,,883,883,908,933,1907,,4
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages,Merit Increase,,,,1572,11,13,13,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages,Range Increase,,,,12,11,13,13,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages,Salaries-Ft,,,,160994,161887,165701,170191,176148,,4
Public Transit Fund-Operatinging,Transit Operatingions,Salaries and Wages Total,,,,,164547,165450,169336,174296,180756,,3
Public Transit Fund-Operatinging,Transit Operatingions Total,,,,,,16906230,18118918,18608079,19220031,21101974,,2
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Cellular/Wireless Voice Lines,,,,,,,,,300,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Contractual Svcs-Other,,,,,,,,,1004322,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Copier Maintenance/Impressions,,,,,,,,,1850,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Management Services,,,,,,,,,400470,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Motor Fuels & Lubricants,,,,,,,,,537,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Motor Pool Vehicle Use Costs,,,,,,,,,1100,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Office Supplies,,,,,,,,,2001,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Photocopy Maint,,,,,,,,,1950,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Print Copy-Rmb,,,,,,,,,1500,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Professional Svcs-Other,,,,,,,,,2600,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Telephone/Comm (Hard Lines),,,,,,,,,200,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Vehicle Maint & Operatingion,,,,,,,,,2000,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Wan Data Line,,,,,,,,,8943,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses,Wireless Data Comm,,,,,,,,,5004,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Direct Expenses Total,,,,,,,,,,1432777,3
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Employee Benefits,Dental Insurance,,,,,,,,,1432,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Employee Benefits,FICA Temp,,,,,,,,,167,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Employee Benefits,Group Life Ad & Di,,,,,,,,,171,4
