Fund,Department,Type,Account,Current,Amount,Revenue,Annotation
General Fund,Police Chiefs Office,Employee Benefits,Medicare Temp,433,0,FALSE,0
Public Utilities Fund,Public Utilities Meters,Employee Benefits,Retirement Temp,15508,0,FALSE,0
General Fund,Fire Training,Direct Expenses,Photocopy Maint,2708,0,FALSE,0
General Fund,Emergency Communications,Employee Benefits,Retirement Temp,58097,0,FALSE,0
General Fund,Public Affairs-RTN,Employee Benefits,FICA Temp,1566,-1,FALSE,0
General Fund,Fire Operatingions,Direct Expenses,Copier Maintenance/Impressions,1364,-1,FALSE,0
General Fund,Revenue,Employee Benefits,Group Life Ad & Di,666,-1,FALSE,0
General Fund,Police Chiefs Office,Employee Benefits,Group Life Ad & Di,1812,-1,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Office Supplies,4999,-1,FALSE,0
General Fund,Fire Adm,Direct Expenses,Copier Maintenance/Impressions,682,-1,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Copier Maintenance/Impressions,682,-1,FALSE,0
General Fund,Fire Training,Direct Expenses,Copier Maintenance/Impressions,682,-1,FALSE,0
General Fund,Office of the Fire Marshall,Direct Expenses,Copier Maintenance/Impressions,682,-1,FALSE,0
General Fund,Community Svcs,Employee Benefits,Medicare Temp,5332,-1,FALSE,0
Public Utilities Fund,Public Utilities Water Distribu,Employee Benefits,Medicare Temp,6435,-1,FALSE,0
General Fund,Fire Adm,Direct Expenses,Photocopy Maint,1304,-1,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Photocopy Maint,1304,-1,FALSE,0
Public Utilities Fund,Public Utilities Sewer Maintena,Employee Benefits,Medicare Temp,6903,-1,FALSE,0
General Fund,Accounting & Fin Reporting,Employee Benefits,Group Life Ad & Di,1257,-3,FALSE,0
General Fund,PRCR - Recreation-School Based,Direct Expenses,Computer Lease,4519,-5,FALSE,0
General Fund,Internal Audit Office,Employee Benefits,Dental Insurance,2937,-5,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Group Life Ad & Di,188,-7,FALSE,0
General Fund,PRCR - Recreation,Direct Expenses,Copier Maintenance/Impressions,37586,-8,FALSE,0
General Fund,Budget & Management Services,Employee Benefits,Medicare Temp,134,-8,FALSE,0
General Fund,Development Services,Employee Benefits,Medicare Temp,,-9,FALSE,0
General Fund,Revenue,Employee Benefits,Medicare,10736,-9,FALSE,0
Community Development Block Gra,Community Development,Employee Benefits,Group Life AD & D (Retiree),667,-10,FALSE,0
General Fund,Planning,Miscellaneous,Postage,,-10,FALSE,0
General Fund,Police Chiefs Office,Employee Benefits,Medicare,29199,-10,FALSE,0
General Fund,Office of Sustainability,Employee Benefits,Group Life Ad & Di,275,-10,FALSE,0
General Fund,Office of Sustainability,Employee Benefits,Retirement,22123,-13,FALSE,0
General Fund,Payroll,Employee Benefits,Group Life Ad & Di,303,-14,FALSE,0
General Fund,Police Detective Division,Employee Benefits,Group Life Ad & Di,11623,-15,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Recycling,Employee Benefits,Group Life Ad & Di,1508,-20,FALSE,0
Grants Fund,Community Svcs,Direct Expenses,Office Supplies,1300,-25,FALSE,0
General Fund,Construction Mgmt,Employee Benefits,Medicare Temp,,-29,FALSE,0
General Fund,Budget & Management Services,Employee Benefits,FICA Temp,572,-31,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Recycling Fees,,-32,FALSE,0
General Fund,PRCR - Recreation-School Based,Employee Benefits,Group Life Ad & Di,365,-34,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Medicare Supplement,700,-34,FALSE,0
General Fund,Development Services,Employee Benefits,FICA Temp,,-37,FALSE,0
General Fund,Revenue,Employee Benefits,Social Security,45906,-37,FALSE,0
General Fund,Public Affairs,Direct Expenses,Motor Fuels & Lubricants,400,-39,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions,Employee Benefits,Medicare Temp,,-39,FALSE,0
General Fund,Police Chiefs Office,Employee Benefits,Social Security,124851,-41,FALSE,0
General Fund,PRCR - F&O - City Fac Maint,Direct Expenses,Print Copy-Rmb,,-42,FALSE,0
General Fund,PW-Safelight,Employee Benefits,Group Life Ad & Di,,-42,FALSE,0
General Fund,Office of Economic Development,Employee Benefits,Group Life Ad & Di,363,-44,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Employee Benefits,Retirement Temp,467,-49,FALSE,0
General Fund,Accounting & Fin Reporting,Employee Benefits,Medicare,20250,-50,FALSE,0
General Fund,IT Customer Relationship Mgt,Miscellaneous,In/Out Freight,4150,-50,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Miscellaneous,Licenses/Dues & Publications,,-50,FALSE,0
General Fund,City Manager,Employee Benefits,Group Life Ad & Di,1290,-51,FALSE,0
General Fund,PRCR - Parks - Urban Trees,Employee Benefits,Medicare Temp,986,-55,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Other Expense,To ISF-Prop/Liab Claims,1292,-56,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Salaries and Wages,Longevity,2718,-56,FALSE,0
General Fund,Housing & Neighborhoods Dept,Employee Benefits,Medicare Temp,,-57,FALSE,0
General Fund,Fire Training,Direct Expenses,Telephone/Comm (Hard Lines),,-60,FALSE,0
General Fund,PRCR - F&O - City Fac Maint,Miscellaneous,Records Storage Retention Svcs,,-60,FALSE,0
General Fund,Public Affairs-RTN,Direct Expenses,Motor Fuels & Lubricants,687,-66,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Other Expense,To ISF-Prop/Liab Claims,5026,-66,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Salaries and Wages,Longevity,10542,-68,FALSE,0
Walnut Creek Amph Operatinging ,Walnut Creek Amphitheatre,Employee Benefits,Medicare Temp,6,-69,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Employee Benefits,Medicare Temp,,-71,FALSE,0
General Fund,PW-Safelight,Employee Benefits,Medicare Temp,,-72,FALSE,0
Housing Development-Operatingin,Community Development,Employee Benefits,Medicare Temp,508,-73,FALSE,0
General Fund,IT Strategy & Planning,Employee Benefits,Group Life Ad & Di,711,-73,FALSE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Medicare,,-73,FALSE,0
General Fund,Construction Mgmt,Employee Benefits,Retirement Temp,,-76,FALSE,0
General Fund,PRCR - Business Process Mgmt,Employee Benefits,Retirement Temp,,-81,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Employee Benefits,Dental Insurance,17007,-83,FALSE,0
General Fund,Fire Operatingions,Employee Benefits,Group Life Ad & Di,27083,-85,FALSE,0
Public Utilities Fund,Public Utilities Meters,Employee Benefits,Group Life Ad & Di,2774,-89,FALSE,0
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Group Life Ad & Di,1245,-89,FALSE,0
Housing Development-Operatingin,Community Development,Direct Expenses,Motor Fuels & Lubricants,2837,-93,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Medicare,3036,-95,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Employee Benefits,Medicare Temp,,-97,FALSE,0
General Fund,Community Svcs,Miscellaneous,Licenses/Dues & Publications,915,-100,FALSE,0
General Fund,Construction Mgmt,Direct Expenses,Repairs-Other Equip,,-100,FALSE,0
General Fund,Planning,Direct Expenses,Telephone/Comm (Hard Lines),1350,-100,FALSE,0
General Fund,PRCR - Recreation-School Based,Direct Expenses,Telephone/Comm (Hard Lines),250,-100,FALSE,0
Housing Development-Operatingin,Community Development,Direct Expenses,Office Supplies,4800,-100,FALSE,0
General Fund,Accounting & Fin Reporting,Employee Benefits,Dental Insurance,11946,-101,FALSE,0
Revolving Fund,PRCR - Recreation,Other Expense,To ISF-WC Excess Premium,2381,-106,FALSE,0
Grants Fund,Community Svcs,Other Expense,Volunteer Transportation - Gr,47550,-114,FALSE,0
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Group Life AD & D (Retiree),19000,-114,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Medicare Temp,1772,-117,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 501 ERP Debt Service,6843,-117,FALSE,0
General Fund,Human Resources,Direct Expenses,Vehicle Maint & Operatingion,6000,-120,FALSE,0
General Fund,Construction Mgmt,Direct Expenses,Repairs-Office Equip,,-125,FALSE,0
General Fund,Construction Mgmt,Employee Benefits,FICA Temp,,-126,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Employee Benefits,Medicare Temp,220,-128,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Employee Benefits,Group Life AD & D (Retiree),1000,-128,FALSE,0
General Fund,PRCR - Recreation,Direct Expenses,Computer Operatingions & Access,1800,-130,FALSE,0
Public Utilities Fund,Public Utilities Facilities Sup,Direct Expenses,Computer Lease,5182,-133,FALSE,0
General Fund,PRCR - Strategic Plan & Devel,Direct Expenses,Motor Fuels & Lubricants,3316,-136,FALSE,0
General Fund,Police Field Operatingions,Employee Benefits,Group Life Ad & Di,24929,-141,FALSE,0
Public Utilities Fund,Public Utilities Utility Billin,Employee Benefits,Medicare Temp,,-145,FALSE,0
General Fund,Fire Adm,Employee Benefits,Medicare Temp,102,-159,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions,Employee Benefits,Group Life Ad & Di,,-160,FALSE,0
General Fund,Office of Sustainability,Employee Benefits,Medicare,4425,-160,FALSE,0
General Fund,Construction Mgmt,Direct Expenses,Telephone/Comm (Hard Lines),,-162,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions,Employee Benefits,FICA Temp,,-167,FALSE,0
General Fund,Office of Economic Development,Employee Benefits,Dental Insurance,3669,-173,FALSE,0
Public Utilities Fund,Public Utilities Utility Billin,Miscellaneous,Licenses/Dues & Publications,,-175,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Employee Benefits,Medicare Supplement,4000,-175,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Direct Expenses,Computer Operatingions & Access,,-176,FALSE,0
General Fund,City Attorney,Employee Benefits,Supplemental Retirement,76962,-177,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Direct Expenses,Cellular/Wireless Voice Lines,4700,-185,FALSE,0
General Fund,PRCR - Business Process Mgmt,Employee Benefits,Dental Insurance,6335,-191,FALSE,0
Community Development Block Gra,Community Development,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,-200,FALSE,0
General Fund,Public Affairs,Miscellaneous,Records Storage Retention Svcs,500,-200,FALSE,0
General Fund,Purchasing,Miscellaneous,Records Storage Retention Svcs,300,-200,FALSE,0
Public Utilities Fund,Resource Recovery,Direct Expenses,Repairs-Office Equip,,-200,FALSE,0
Stormwater Utility Fund,Stormwater Management,Employee Benefits,Group Life AD & D (Retiree),,-203,FALSE,0
General Fund,Accounting & Fin Reporting,Employee Benefits,Social Security,86588,-211,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Direct Expenses,Cellular/Wireless Voice Lines,,-213,FALSE,0
Public Transit Fund-Operatingin,Accessible Raleigh Transit,Other Expense,To ISF-WC Excess Premium,,-213,FALSE,0
Public Transit Fund-Operatingin,Accessible Raleigh Transit,Employee Benefits,Group Life Ad & Di,,-216,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Employee Benefits,Retirement Temp,33467,-222,FALSE,0
General Fund,Payroll,Employee Benefits,Medicare,4885,-225,FALSE,0
General Fund,Police Detective Division,Employee Benefits,Medicare,187265,-229,FALSE,0
General Fund,PRCR - Parks - Urban Trees,Employee Benefits,FICA Temp,4218,-233,FALSE,0
Public Transit Fund-Operatingin,Accessible Raleigh Transit,Employee Benefits,Medicare Temp,,-234,FALSE,0
Public Utilities Fund,Public Utilities Meters,Employee Benefits,Supplemental Retirement,46155,-241,FALSE,0
General Fund,Payroll,Employee Benefits,Retirement,24426,-242,FALSE,0
General Fund,Housing & Neighborhoods Dept,Employee Benefits,FICA Temp,,-243,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Direct Expenses,Cleaning Supplies,,-247,FALSE,0
General Fund,Information Technology Admin,Miscellaneous,Postage - Dept Charges,,-250,FALSE,0
General Fund,PRCR - Business Process Mgmt,Miscellaneous,"Govt Taxes, Fees & Fines",250,-250,FALSE,0
General Fund,PRCR - Strategic Plan & Devel,Miscellaneous,Mileage Reimb,250,-250,FALSE,0
General Fund,PRCR - Parks - Urban Trees,Direct Expenses,Computer Lease,5500,-255,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Yardwaste Ctr,Direct Expenses,Computer Lease,470,-260,FALSE,0
General Fund,Special Appropriations,Employee Benefits,Group Life AD & D (Retiree),116000,-262,FALSE,0
Public Utilities Fund,Public Utilities Water Distribu,Employee Benefits,Group Life Ad & Di,3789,-263,FALSE,0
General Fund,Revenue,Miscellaneous,Mileage Reimb,300,-264,FALSE,0
General Fund,City Council,Employee Benefits,Dental Insurance,4120,-280,FALSE,0
Grants Fund,Police Administrative Services,Employee Benefits,Medicare,,-290,FALSE,0
Walnut Creek Amph Operatinging ,Walnut Creek Amphitheatre,Employee Benefits,FICA Temp,24,-298,FALSE,0
General Fund,Office of Emerg Mgmt & Spec Ev,Direct Expenses,Cable Tv Services,,-300,FALSE,0
General Fund,PW-Safelight,Direct Expenses,Office Supplies,,-300,FALSE,0
Revolving Fund,Inspections,Direct Expenses,Office Supplies,,-300,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Employee Benefits,FICA Temp,,-304,FALSE,0
General Fund,Emergency Communications,Direct Expenses,Motor Fuels & Lubricants,4728,-305,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions,Salaries and Wages,Holiday Pay,,-307,FALSE,0
General Fund,PW-Safelight,Employee Benefits,FICA Temp,,-310,FALSE,0
Housing Development-Operatingin,Community Development,Employee Benefits,FICA Temp,2170,-310,FALSE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Social Security,,-310,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Health Insurance (Retiree),12000,-314,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Recycling,Employee Benefits,Medicare,24294,-324,FALSE,0
General Fund,Police Special Operatingions,Employee Benefits,Dental Insurance,57178,-344,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Direct Expenses,Office Supplies,,-348,FALSE,0
Transit CAMPO Fund,Planning  - CAMPO,Employee Benefits,Medicare Temp,,-362,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Employee Benefits,Retirement Temp,,-363,FALSE,0
Public Utilities Fund,Public Utilities-Spec Appropri,Other Expense,To ISF-WC Excess Premium,74545,-368,FALSE,0
General Fund,Payroll,Employee Benefits,Retirement Temp,,-370,FALSE,0
General Fund,PW-Safelight,Employee Benefits,Retirement Temp,,-370,FALSE,0
Walnut Creek Amph Operatinging ,Walnut Creek Amphitheatre,Employee Benefits,Retirement Temp,15,-370,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Supplemental Retirement,4452,-371,FALSE,0
General Fund,PRCR - F&O - Park Fac Maint,Direct Expenses,Computer Operatingions & Access,,-372,FALSE,0
Grants Fund,Public Works-Transportaion,Employee Benefits,Group Life Ad & Di,,-372,FALSE,0
General Fund,PRCR - Recreation-School Based,Salaries and Wages,Longevity,465,-377,FALSE,0
General Fund,PRCR - F&O - Park Fac Maint,Direct Expenses,Photocopy Maint,,-381,FALSE,0
General Fund,PW-Safelight,Direct Expenses,Cellular/Wireless Voice Lines,,-384,FALSE,0
Public Utilities Fund,Public Utilities Meters,Direct Expenses,Computer Lease,36667,-389,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Employee Benefits,Medicare Supplement,7000,-390,FALSE,0
General Fund,Planning,Employee Benefits,Medicare Temp,672,-391,FALSE,0
General Fund,Public Affairs,Miscellaneous,Promotions,7500,-400,FALSE,0
General Fund,Public Works,Direct Expenses,Telephone/Comm (Hard Lines),,-400,FALSE,0
Grants Fund,Public Works-Transportaion,Miscellaneous,Mileage Reimb,,-400,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Yardwaste Ctr,Miscellaneous,Licenses/Dues & Publications,500,-400,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,Social Security,12981,-406,FALSE,0
General Fund,PRCR - F&O - Park Fac Maint,Direct Expenses,Chemicals,,-412,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Employee Benefits,FICA Temp,,-416,FALSE,0
General Fund,PRCR - Parks - Highway Maint,Salaries and Wages,Holiday Pay,,-419,FALSE,0
General Fund,PRCR - Recreation,Employee Benefits,Retirement Temp,1961,-424,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Photocopy Maint,4888,-444,FALSE,0
Public Utilities Fund,Public Utilities Sewer Maintena,Direct Expenses,Computer Lease,22497,-446,FALSE,0
General Fund,Planning,Direct Expenses,Photocopy Maint,18550,-448,FALSE,0
General Fund,City Attorney,Employee Benefits,Dental Insurance,14447,-449,FALSE,0
General Fund,Planning,Miscellaneous,Mileage Reimb,1050,-450,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Other Expense,To ISF-Prop/Liab Premium,15906,-468,FALSE,0
General Fund,Inspections,Employee Benefits,Medicare Temp,,-474,FALSE,0
General Fund,Development Services,Direct Expenses,Motor Pool Vehicle Use Costs,,-476,FALSE,0
Public Utilities Fund,Public Utilities Facilities Sup,Employee Benefits,Dental Insurance,7720,-488,FALSE,0
General Fund,Office of the Fire Marshall,Employee Benefits,Medicare Temp,1842,-493,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions,Other Expense,To ISF-WC Excess Premium,,-494,FALSE,0
Stormwater Utility Fund,Stormwater Management,Employee Benefits,Retirement Temp,,-495,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Other Expense,To ISF-Prop/Liab Claims,8041,-496,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Employee Benefits,FICA Temp,7579,-496,FALSE,0
General Fund,Budget & Management Services,Direct Expenses,Vehicle Maint & Operatingion,,-500,FALSE,0
General Fund,Development Services,Miscellaneous,Organization Dev & Training,,-500,FALSE,0
General Fund,Payroll,Miscellaneous,Licenses/Dues & Publications,600,-500,FALSE,0
General Fund,PRCR - Recreation,Salaries and Wages,Salaries-Ot For Ft Staff,27700,-500,FALSE,0
General Fund,Public Affairs,Direct Expenses,Operatingional & Maint Supplies,3500,-500,FALSE,0
General Fund,Public Affairs,Direct Expenses,Repairs-Other Equip,500,-500,FALSE,0
General Fund,Public Affairs-RTN,Miscellaneous,Licenses/Dues & Publications,3500,-500,FALSE,0
General Fund,Public Works,Capital Equipment,Traffic Equip,,-500,FALSE,0
General Fund,Public Works,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,-500,FALSE,0
General Fund,PW-Safelight,Miscellaneous,Training & Travel & Reg,,-500,FALSE,0
General Fund,Special Appropriations,Employee Benefits,Medicare Supplement,480000,-500,FALSE,0
Public Utilities Fund,Public Utilities Utility Billin,Miscellaneous,Mileage Reimb,,-500,FALSE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Employee Benefits,Supplemental Retire-Police,,-500,FALSE,0
Stormwater Utility Fund,Stormwater Management,Miscellaneous,Mileage Reimb,,-500,FALSE,0
Transit CAMPO Fund,Planning  - CAMPO,Direct Expenses,Print Copy-Rmb,,-500,FALSE,0
General Fund,Budget & Management Services,Salaries and Wages,Expense Allowance,4176,-505,FALSE,0
General Fund,PW-Safelight,Employee Benefits,Dental Insurance,,-515,FALSE,0
General Fund,PRCR - F&O - City Fac Maint,Direct Expenses,Sign Materials,,-522,FALSE,0
General Fund,Police Chiefs Office,Employee Benefits,Supplemental Retire-Police,50388,-530,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Employee Benefits,Retirement Temp,4677,-533,FALSE,0
General Fund,Accounting & Fin Reporting,Salaries and Wages,Longevity,13119,-536,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions,Direct Expenses,Motor Fuels & Lubricants,,-537,FALSE,0
General Fund,PRCR - Recreation-School Based,Employee Benefits,Medicare,5885,-543,FALSE,0
General Fund,PRCR - F&O - City Fac Maint,Salaries and Wages,Expense Allowance,,-545,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Employee Benefits,FICA Temp,941,-548,FALSE,0
