LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Wireless Data Comm,,,,1580,1580,1580,1580,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses Total,,,,,7179856,7729516,7727257,7731880,7794067.65,,3
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,457 Plan Offset,,,,-1646,,,,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Dental Insurance,,,,2067,2174.38,2174.88,2334.96,3799.4,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Dental Insurance Increment,,,,,43.49,,,-316.11,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,FICA Temp,,,,1922,1922,1950.83,1950.83,1001.92,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Group Life Ad & Di,,,,175.24,177.59,181.34,186.24,215.96,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Health Insurance,,,,34554,39624,40056,45492,60033.12,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Health Insurance Increment,,,,,-6406.05,-5563.78,-2706.77,-4514.49,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Medicare,,,,2823.41,2861.25,2921.52,3000.65,3479.32,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Medicare Temp,,,,449.5,449.5,456.24,456.24,234.32,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Retirement,,,,13396.6,13299.87,14244.97,14630.76,16816.01,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Social Security,,,,12072.53,12234.31,12492.05,12830.38,14877.11,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits,Supplemental Retirement,,,,4986.5,3379.7,3444.21,3537.5,5528.43,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Employee Benefits Total,,,,,70800.78,69760.04,72358.26,81712.79,101154.99,,3
Public Transit Fund-Operating,Accessible Raleigh Transit,Miscellaneous,Mileage Reimb,,,,250,250,,250,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Miscellaneous,Training & Travel & Reg,,,,1000,1000,1000,1000,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Miscellaneous Total,,,,,1250,1250,1000,1250,,,3
Public Transit Fund-Operating,Accessible Raleigh Transit,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,930,,,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Other Expense,To ISF-Prop/Liab Claims,,,,,,7659,2357,4389,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Other Expense,To ISF-Prop/Liab Premium,,,,,,3731,3281,3928,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Other Expense,To Isf-Sir Workers Comp,,,,11217,7290,7130,734,2484,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Other Expense,To ISF-WC Excess Premium,,,,,,497,67,213,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Other Expense Total,,,,,11217,8220,19017,6439,11014,,3
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages,Earnings Offset,,,,-1244,,,294,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages,Longevity,,,,4881.1,4981.41,5052.91,5189.65,5232.28,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages,Merit Increase,,,,1243.77,9.58,19.64,20.17,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages,Range Increase,,,,9.36,9.58,19.64,20.17,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages,Salaries-Ft,,,,188583.79,192326.98,196392.54,201711.48,234720.99,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,31000,31000,31465,31465,16160,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Salaries and Wages Total,,,,,224474.02,228327.55,232949.73,238700.47,256113.27,,3
Public Transit Fund-Operating,Accessible Raleigh Transit Total,,,,,,7487597.8,8037073.59,8052581.99,8059982.26,8162349.91,,2
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Contractual Svcs-Other,,,,990472,1007632,950671,974822,1006022,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Copier Maintenance/Impressions,,,,1500,1500,1850,1850,1850,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Management Services,,,,383097,337426,354309,370222,385056,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Motor Fuels & Lubricants,,,,538,538,506,538,537,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Office Supplies,,,,2000,2000,2000,2000.74,2001,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Photocopy Maint,,,,1469,1469,1950,1950,1950,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Print Copy-Rmb,,,,1781,1781,1500,1500,1500,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Professional Svcs-Other,,,,2000,252000,2000,2600,2600,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Rsv-Wide Area Network,,,,1149,,,,,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Vehicle Maint & Operation,,,,1726,1726,2000,2000,2000,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Wan Data Line,,,,8424,8424,8943,8943,8943,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses,Wireless Data Comm,,,,1872,1872,2116,2116,3444,,4
Public Transit Fund-Operating,Transit Operations,Direct Expenses Total,,,,,1396028,1616368,1327845,1368541.74,1415903,,3
Public Transit Fund-Operating,Transit Operations,Employee Benefits,457 Plan Offset,,,,-1238,,,,,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Dental Insurance,,,,1144,1220.7,1217.04,1298.16,1254.24,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Dental Insurance Increment,,,,,24.41,,,-104.35,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,FICA Temp,,,,164.8,164.8,167.46,167.46,167.46,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Group Life AD & D (Retiree),,,,,265,38,38,,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Group Life Ad & Di,,,,147.11,146.51,149.97,154.04,160.26,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Health Insurance,,,,17082,16614,16560,13104,13608,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Health Insurance (Retiree),,,,,20090,39360,26232,28884,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Health Insurance Increment,,,,,-2686.28,-2300.18,-779.69,-1023.32,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Medicare,,,,2370.18,2360.49,2416.2,2481.66,2581.79,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Medicare Supplement,,,,,1037,2400,2400,2400,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Medicare Temp,,,,38.54,38.54,39.16,39.16,39.16,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Opeb- Post Employment Benefits,,,,,3010,9966,1684,,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Retirement,,,,11246.08,10972.22,11781.05,12100.27,12463.84,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Social Security,,,,10134.54,10093.14,10331.34,10611.28,11039.4,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Supplemental Retirement,,,,3751.44,2500.51,2574.49,2644.13,3605.76,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits,Unemployment,,,,,,1615,,,,4
Public Transit Fund-Operating,Transit Operations,Employee Benefits Total,,,,,44840.69,65851.04,96315.53,72174.47,75076.24,,3
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 100 Ind Cost,,,,,917943,680955,455593,466567,,4
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 310 W/S Reimb,,,,18875,26324,32563,32563,32563,,4
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,26970,67292,73637,73637,73637,,4
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,10248,9282,9131,8980,,4
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,1607,2537,4175,1287,,4
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out,To 810 Grants/Grants Match,,,,,,,,233819,,4
Public Transit Fund-Operating,Transit Operations,Interfund Transfers In/Out Total,,,,,45845,1023414,798974,575099,816853,,3
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Advertising,,,,1200,1200,1200,1200,,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Contracted Transit Route Reimb,,,,,,,,2506654,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Farebox Reimbursement,,,,3753266,3753266,4308971,4485780,3612600,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Licenses/Dues & Publications,,,,5800,5800,6550,9550,9550,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Marketing,,,,73000,68000,125000,125000,125000,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Postage,,,,1000,1000,,,,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Records Storage Retention Svcs,,,,,,2000,2500,3200,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Training & Travel & Reg,,,,1500,1500,2500,2500,2500,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Transit Operating Subsidy,,,,11411074,11411074,11682853,12333189,12328185,,4
Public Transit Fund-Operating,Transit Operations,Miscellaneous Total,,,,,15246840,15241840,16129074,16959719,18587689,,3
Public Transit Fund-Operating,Transit Operations,Other Expense,Grant Match City Share,,,,,,55319,55174,,,4
Public Transit Fund-Operating,Transit Operations,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,678,,,,,4
Public Transit Fund-Operating,Transit Operations,Other Expense,To ISF-Prop/Liab Claims,,,,,,17697,5501,10242,,4
Public Transit Fund-Operating,Transit Operations,Other Expense,To ISF-Prop/Liab Premium,,,,,,7602,7657,9165,,4
Public Transit Fund-Operating,Transit Operations,Other Expense,To Isf-Sir Workers Comp,,,,8129,5316,5533,1712,5796,,4
Public Transit Fund-Operating,Transit Operations,Other Expense,To ISF-WC Excess Premium,,,,,,385,158,494,,4
Public Transit Fund-Operating,Transit Operations,Other Expense Total,,,,,8129,5994,86536,70202,25697,,3
Public Transit Fund-Operating,Transit Operations,Salaries and Wages,Earnings Offset,,,,-1572,,,445.25,,,4
Public Transit Fund-Operating,Transit Operations,Salaries and Wages,Expense Allowance,,,,2658,2658,2701,2701,2701,,4
Public Transit Fund-Operating,Transit Operations,Salaries and Wages,Longevity,,,,883.15,882.79,908.12,932.68,1907.1,,4
Public Transit Fund-Operating,Transit Operations,Salaries and Wages,Merit Increase,,,,1571.51,11.35,12.78,13.13,,,4
Public Transit Fund-Operating,Transit Operations,Salaries and Wages,Range Increase,,,,12,11.35,12.78,13.13,,,4
Public Transit Fund-Operating,Transit Operations,Salaries and Wages,Salaries-Ft,,,,160993.75,161887.16,165700.85,170190.58,176147.65,,4
Public Transit Fund-Operating,Transit Operations,Salaries and Wages Total,,,,,164546.41,165450.65,169335.53,174295.77,180755.75,,3
Public Transit Fund-Operating,Transit Operations Total,,,,,,16906229.1,18118917.69,18608080.06,19220031.98,21101973.99,,2
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Cellular/Wireless Voice Lines,,,,,,,,,300,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Contractual Svcs-Other,,,,,,,,,1004322,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Copier Maintenance/Impressions,,,,,,,,,1850,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Management Services,,,,,,,,,400470,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Motor Fuels & Lubricants,,,,,,,,,537,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Motor Pool Vehicle Use Costs,,,,,,,,,1100,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Office Supplies,,,,,,,,,2001,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Photocopy Maint,,,,,,,,,1950,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Print Copy-Rmb,,,,,,,,,1500,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Professional Svcs-Other,,,,,,,,,2600,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Telephone/Comm (Hard Lines),,,,,,,,,200,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Vehicle Maint & Operation,,,,,,,,,2000,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Wan Data Line,,,,,,,,,8943,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses,Wireless Data Comm,,,,,,,,,5004,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Direct Expenses Total,,,,,,,,,,1432777,3
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Dental Insurance,,,,,,,,,1431.6,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,FICA Temp,,,,,,,,,167.48,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Group Life Ad & Di,,,,,,,,,171.32,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Health Insurance,,,,,,,,,16089.12,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Health Insurance (Retiree),,,,,,,,,29000,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Health Insurance Increment,,,,,,,,,1190.59,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Medicare,,,,,,,,,2760.17,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Medicare Supplement,,,,,,,,,2400,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Medicare Temp,,,,,,,,,39.17,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Opeb- Post Employment Benefits,,,,,,,,,2606,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Retirement,,,,,,,,,13800.86,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Social Security,,,,,,,,,11802.12,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits,Supplemental Retirement,,,,,,,,,3759.6,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Employee Benefits Total,,,,,,,,,,85218.03,3
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out,To 100 Ind Cost,,,,,,,,,495247,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out,To 310 W/S Reimb,,,,,,,,,32563,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,,,,,,73637,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,,,,,8829,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,,,,,3938,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out,To 810 Grants/Grants Match,,,,,,,,,290838,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Interfund Transfers In/Out Total,,,,,,,,,,905052,3
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Contracted Transit Route Reimb,,,,,,,,,2506654,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Farebox Reimbursement,,,,,,,,,3612600,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Licenses/Dues & Publications,,,,,,,,,9550,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Marketing,,,,,,,,,125000,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Postage - Dept Charges,,,,,,,,,900,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Records Storage Retention Svcs,,,,,,,,,4400,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Training & Travel & Reg,,,,,,,,,2500,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous,Transit Operating Subsidy,,,,,,,,,12634784,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Miscellaneous Total,,,,,,,,,,18896388,3
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Other Expense,To ISF-Prop/Liab Claims,,,,,,,,,9005,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Other Expense,To ISF-Prop/Liab Premium,,,,,,,,,9891,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Other Expense,To Isf-Sir Workers Comp,,,,,,,,,5893,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Other Expense,To ISF-WC Excess Premium,,,,,,,,,516,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Other Expense Total,,,,,,,,,,25305,3
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Salaries and Wages,Expense Allowance,,,,,,,,,2701.23,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Salaries and Wages,Longevity,,,,,,,,,1961.22,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Salaries and Wages,Salaries-Ft,,,,,,,,,188395.52,4
Public Transit Fund-Operating,Transit Operations -Trans Svcs,Salaries and Wages Total,,,,,,,,,,193057.97,3
